TEACHID,PERIOD,MONTH,DAY,YEAR,time,timepoint,STUDID,ENJOY,FEELGD,CONCEN,SUCCEED,LEARN,CONTROL,WRKHARD,GOODGR,OWNEXP,TCHEXP,PAREXP,CHALL,SKILL,IMPTYOU,IMPTGOAL,SOMELSE,INTEREST,HAPPY,FRUSTR,STRESS,ANGRY,EXCITED,PROUD,BORED,COMPET,COOPER,USEFUL,USE,group,brain,class_type,grade,ESF_counts,Uti7T,Uti7S,Uti79TS,Uti7T9B,Use_r,Uful_r,Ugroup,seven,t_days,timepoint_mean,t_week,form_set,beh_enga,cog_enga,aff_enga,Date,beep_ID
12,3,10,19,11,2,6,1171089,3,3,2,2,3,2,2,3,2,2,1,1,2,3,3,0,3,2,0,0,0,1,1,0,0,1,3,3,3,1,NaN,7,1,0,1,1,0,0,0,1,1,29,6,5,1,2,3,3,2011-10-19,322011-10-1912
12,3,10,19,11,2,6,1171144,2,2,2,1,1,0,2,3,3,3,3,1,2,3,2,1,2,1,0,1,0,0,1,2,2,2,2,2,3,1,NaN,7,1,0,1,1,0,0,0,1,1,29,6,5,1,2,2.5,2,2011-10-19,322011-10-1912
12,3,10,19,11,2,6,1171274,2,0,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,NaN,3,0,0,3,3,3,3,1,NaN,7,1,0,1,1,0,0,0,1,1,29,6,5,1,1,2,2,2011-10-19,322011-10-1912
12,3,10,19,11,2,6,1171318,2,2,2,1,3,2,2,3,3,3,3,3,1,3,3,3,3,1,0,0,0,2,1,0,3,3,3,NaN,3,1,NaN,7,1,0,1,1,0,NA,0,1,1,29,6,5,1,2,3,2.5,2011-10-19,322011-10-1912
12,3,10,19,11,2,6,1171372,2,2,2,1,1,NaN,2,2,1,0,0,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,NaN,NaN,3,1,NaN,7,1,0,1,1,0,NA,NA,1,1,29,6,5,1,2,1.5,1.5,2011-10-19,322011-10-1912
12,3,10,19,11,2,6,1171404,3,3,3,3,0,0,3,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,3,2,2,3,1,NaN,7,1,0,1,1,0,0,0,1,1,29,6,5,1,3,1.5,3,2011-10-19,322011-10-1912
12,3,10,19,11,2,6,1171670,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,3,3,1,NaN,7,1,0,1,1,0,0,0,1,1,29,6,5,1,0,0,0,2011-10-19,322011-10-1912
12,3,10,19,11,2,6,1171700,1,1,2,2,3,2,1,2,3,3,3,2,2,2,3,1,3,2,1,1,1,0,1,0,2,2,3,3,3,1,NaN,7,1,0,1,1,0,0,0,1,1,29,6,5,1,1.5,2.5,2,2011-10-19,322011-10-1912
12,3,10,19,11,2,6,3003314,3,3,3,3,3,3,3,3,3,3,3,0,2,1,1,0,3,3,0,0,0,3,2,0,1,2,1,1,3,1,NaN,7,1,0,1,1,0,1,1,1,1,29,6,5,1,3,1,3,2011-10-19,322011-10-1912
12,3,10,24,11,2,7,1170037,2,2,2,2,3,2,2,2,2,2,2,1,1,2,1,1,2,2,0,0,0,0,0,0,0,0,1,3,3,1,NaN,7,1,0,0,0,0,0,1,1,1,34,7,6,1,2,1.5,2,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170132,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,0,0,1,0,0,0,0,3,NaN,3,1,NaN,7,1,0,0,0,0,NA,0,1,1,34,7,6,1,3,3,3,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170151,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,3,1,NaN,7,1,0,0,0,0,1,0,1,1,34,7,6,1,3,0,1.5,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170247,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,34,7,6,1,0.5,1,1,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170458,2,2,1,2,3,1,2,1,3,2,3,0,2,2,3,1,1,1,0,0,0,1,2,1,0,2,1,3,3,1,NaN,7,1,0,0,0,0,0,1,1,1,34,7,6,1,1.5,2.5,1.5,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170546,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,0,3,3,0,0,0,3,0,0,0,0,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,34,7,6,1,3,2.5,3,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170622,3,3,3,3,3,3,3,3,2,2,3,1,3,3,3,0,3,3,0,0,0,3,3,0,0,3,1,3,3,1,NaN,7,1,0,0,0,0,0,1,1,1,34,7,6,1,3,3,3,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170684,2,3,3,2,3,2,3,3,3,3,3,2,2,3,3,0,3,3,0,0,0,3,3,0,0,3,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,34,7,6,1,3,3,2.5,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170735,2,3,2,2,3,2,1,2,1,2,1,0,3,1,2,1,1,1,0,1,0,3,3,1,0,2,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,34,7,6,1,1.5,1.5,1.5,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170919,1,1,2,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NaN,1,2,3,1,NaN,7,1,0,0,0,0,0,1,1,1,34,7,6,1,1.5,1,1,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1170988,2,2,2,2,3,3,3,3,2,3,3,2,2,3,3,1,2,2,0,1,0,2,2,1,0,0,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,34,7,6,1,2.5,3,2,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1171053,2,3,2,2,3,3,2,3,2,3,3,1,2,2,3,3,2,2,NaN,NaN,0,0,1,3,0,NaN,3,2,3,1,NaN,7,1,0,0,0,0,0,0,1,1,34,7,6,1,2,2.5,2,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1171144,0,1,0,0,0,0,1,1,3,3,3,0,1,0,0,3,0,0,0,2,0,0,0,3,1,2,2,2,3,1,NaN,7,1,0,0,0,0,0,0,1,1,34,7,6,1,0.5,0,0,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1171279,3,2,2,2,3,NaN,2,3,3,3,3,2,2,3,3,1,3,2,0,2,0,0,2,2,2,2,3,3,3,1,NaN,7,1,0,0,0,0,0,0,1,1,34,7,6,1,2,3,3,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1171318,0,0,0,1,2,0,1,3,3,3,3,3,0,2,0,3,1,1,3,3,3,0,0,3,0,0,2,2,3,1,NaN,7,1,0,0,0,0,0,0,1,1,34,7,6,1,0.5,1,0.5,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1171372,1,1,1,2,2,1,2,2,1,1,1,1,0,0,0,2,1,1,0,1,1,0,0,2,1,1,NaN,NaN,3,1,NaN,7,1,0,0,0,0,NA,NA,1,1,34,7,6,1,1.5,0,1,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1171404,0,3,3,3,3,0,3,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,2,2,3,1,NaN,7,1,0,0,0,0,0,0,1,1,34,7,6,1,3,0,0,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1171589,2,2,3,2,3,2,3,3,3,3,2,1,1,3,3,0,3,1,0,0,0,2,1,1,0,1,3,3,3,1,NaN,7,1,0,0,0,0,0,0,1,1,34,7,6,1,3,3,2.5,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1171670,2,1,1,2,2,2,0,0,1,2,1,1,1,3,2,1,2,1,NaN,0,1,0,2,3,0,2,3,1,3,1,NaN,7,1,0,0,0,0,1,0,1,1,34,7,6,1,0.5,2.5,2,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,1171700,1,1,2,2,2,1,2,2,3,3,3,1,2,3,3,1,2,2,1,1,1,2,1,0,2,2,1,3,3,1,NaN,7,1,0,0,0,0,0,1,1,1,34,7,6,1,2,3,1.5,2011-10-24,322011-10-2412
12,3,10,24,11,2,7,3063314,3,2,1,1,3,1,2,2,1,2,2,1,1,3,2,1,3,1,0,1,0,0,0,0,0,1,1,3,3,1,NaN,7,1,0,0,0,0,0,1,1,1,34,7,6,1,1.5,2.5,3,2011-10-24,322011-10-2412
12,3,11,3,11,2,8,1170037,2,2,1,3,3,2,1,2,2,2,2,1,2,2,2,1,1,2,0,0,0,0,0,1,0,0,3,3,3,1,NaN,7,1,0,0,0,0,0,0,1,1,44,8,7,1,1,2,1.5,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170132,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,0,0,1,0,0,0,0,3,3,3,1,NaN,7,1,0,0,0,0,0,0,1,1,44,8,7,1,3,3,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170247,3,3,3,3,3,2,3,2,2,2,2,1,2,3,2,0,3,2,0,0,0,3,1,0,0,1,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,44,8,7,1,3,2.5,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170458,3,2,2,3,3,2,2,1,3,3,3,1,2,1,3,0,2,3,0,0,0,1,3,0,0,2,3,1,3,1,NaN,7,1,0,0,0,0,1,0,1,1,44,8,7,1,2,2,2.5,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170543,2,1,1,1,0,2,1,2,3,2,1,1,3,2,3,1,2,1,0,0,0,2,1,1,0,3,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,44,8,7,1,1,2.5,2,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170546,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,44,8,7,1,3,3,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170622,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,0,0,0,3,0,0,3,1,3,3,1,NaN,7,1,0,0,0,0,0,1,1,1,44,8,7,1,3,3,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170684,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,0,3,3,0,0,0,3,3,0,0,3,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,44,8,7,1,3,3,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170735,3,3,2,3,3,2,3,3,1,2,3,0,3,3,2,1,3,2,0,0,0,2,3,0,0,3,1,3,3,1,NaN,7,1,0,0,0,0,0,1,1,1,44,8,7,1,2.5,2.5,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170919,1,2,2,2,2,1,2,0,0,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,3,1,NaN,7,1,0,0,0,0,0,0,1,1,44,8,7,1,2,1,1,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1170988,2,3,2,2,2,2,2,3,2,3,3,2,3,2,3,1,3,3,0,1,0,1,2,0,0,1,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,44,8,7,1,2,2.5,2.5,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1171053,3,3,3,3,3,2,3,3,2,3,3,1,2,3,3,2,1,2,0,0,0,0,2,1,2,2,3,2,3,1,NaN,7,1,0,0,0,0,0,0,1,1,44,8,7,1,3,3,2,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1171144,2,3,2,3,3,2,NaN,2,3,3,3,1,2,2,2,1,1,1,0,2,0,0,0,2,2,2,2,2,3,1,NaN,7,1,0,0,0,0,0,0,1,1,44,8,7,1,2,2,1.5,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1171274,3,2,2,3,3,2,2,2,3,3,3,2,3,2,2,2,3,2,1,1,1,1,NaN,2,2,2,3,3,3,1,NaN,7,1,0,0,0,0,0,0,1,1,44,8,7,1,2,2,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1171318,1,2,3,1,2,3,3,3,3,3,3,3,0,3,3,1,2,2,1,1,0,0,2,2,3,3,2,2,3,1,NaN,7,1,0,0,0,0,0,0,1,1,44,8,7,1,3,3,1.5,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1171372,1,2,1,2,3,2,2,3,0,0,0,1,0,1,0,1,0,2,3,2,1,1,0,0,0,0,NaN,NaN,3,1,NaN,7,1,0,0,0,0,NA,NA,1,1,44,8,7,1,1.5,0.5,0.5,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1171404,3,3,3,3,0,0,3,0,3,0,0,0,3,3,0,0,3,1,0,3,3,NaN,NaN,NaN,NaN,NaN,NaN,2,3,1,NaN,7,1,0,0,0,0,0,NA,1,1,44,8,7,1,3,1.5,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1171589,3,3,3,3,3,2,3,3,2,2,1,1,2,3,3,0,3,1,0,0,0,1,0,0,0,1,3,3,3,1,NaN,7,1,0,0,0,0,0,0,1,1,44,8,7,1,3,3,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1171670,0,0,1,1,1,1,1,2,1,0,1,3,0,3,1,3,1,0,1,1,1,0,0,2,1,2,3,1,3,1,NaN,7,1,0,0,0,0,1,0,1,1,44,8,7,1,1,2,0.5,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,1171700,3,2,2,3,3,2,3,3,3,3,3,2,3,3,3,0,3,3,1,1,1,3,2,0,2,2,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,44,8,7,1,2.5,3,3,2011-11-03,322011-11-0312
12,3,11,3,11,2,8,3003314,3,3,3,3,3,3,3,3,3,3,3,0,2,2,1,1,2,3,0,1,0,2,2,0,1,3,1,1,3,1,NaN,7,1,0,0,0,0,1,1,1,1,44,8,7,1,3,1.5,2.5,2011-11-03,322011-11-0312
12,4,1,23,12,3,9,1161340,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,0,0,3,3,0,3,3,1,1,1,1,NaN,7,1,0,0,0,0,1,1,0,1,125,9,8,1,3,3,3,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170103,3,0,NaN,1,2,NaN,0,3,0,1,2,0,1,3,2,1,0,3,0,0,1,0,0,0,2,0,1,2,1,1,NaN,7,1,0,0,0,0,0,1,0,1,125,9,8,1,0,2.5,1.5,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170169,2,2,3,2,2,2,3,3,3,3,3,0,2,3,2,1,2,0,0,0,0,0,2,0,0,0,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,3,2.5,2,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170270,1,1,0,2,1,2,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,NaN,1,1,NaN,7,1,0,0,0,0,NA,0,0,1,125,9,8,1,0,0,0.5,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170345,2,2,2,2,2,2,2,2,3,3,3,1,2,2,3,2,1,2,0,0,0,2,3,2,0,2,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,2,2.5,1.5,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170462,1,2,3,3,3,2,3,3,3,3,3,0,3,3,0,2,1,2,0,1,0,2,1,1,0,3,2,2,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,3,1.5,1,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170633,3,3,3,3,2,2,3,3,2,2,2,0,1,1,0,3,3,0,0,0,1,0,0,0,0,0,2,2,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,3,0.5,3,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170635,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,1,0,0,1,1,1,1,NaN,7,1,0,0,0,0,1,1,0,1,125,9,8,1,2,2,2,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170763,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,3,0,2,0,0,0,2,2,3,0,2,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,2,2,1,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170929,0,2,1,0,1,1,2,2,0,1,3,1,1,1,0,1,1,3,3,3,0,3,3,0,0,0,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,1.5,0.5,0.5,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170933,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,0,0,0,2,2,0,0,0,1,1,1,1,NaN,7,1,0,0,0,0,1,1,0,1,125,9,8,1,2,2,2,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1170975,2,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,3,1.5,1,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1171047,1,3,2,3,2,1,1,1,2,0,1,0,1,1,1,3,1,3,0,0,0,3,3,0,0,0,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,1.5,1,1,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1171085,2,3,3,3,3,2,3,3,3,3,3,1,3,2,3,2,3,3,1,1,0,1,1,2,0,3,1,3,1,1,NaN,7,1,0,0,0,0,0,1,0,1,125,9,8,1,3,2.5,2.5,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1171159,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,0,0,0,0,0,0,0,0,2,2,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,1,3,1,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1171338,2,3,3,3,3,2,1,3,3,3,3,1,2,0,0,0,0,3,0,1,0,2,2,3,0,0,2,2,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,2,0,1,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1171421,1,2,1,2,2,2,1,2,2,1,0,0,1,1,0,1,0,2,1,1,1,1,1,2,0,1,2,2,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,1,0.5,0.5,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1171463,3,3,2,3,2,3,3,3,3,0,0,0,3,2,3,1,2,3,0,0,0,1,3,0,0,0,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,2.5,2.5,2.5,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1171510,0,0,2,2,2,0,2,3,2,2,2,0,0,3,3,3,0,0,0,0,0,0,0,3,0,2,1,1,1,1,NaN,7,1,0,0,0,0,1,1,0,1,125,9,8,1,2,3,0,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,1171654,3,3,3,3,3,3,3,3,0,2,0,3,3,3,3,3,3,3,NaN,3,0,0,3,3,0,0,1,3,1,1,NaN,7,1,0,0,0,0,0,1,0,1,125,9,8,1,3,3,3,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,3001837,2,2,2,2,3,3,3,3,3,3,3,2,3,3,2,1,1,3,0,0,0,1,2,1,0,2,1,1,1,1,NaN,7,1,0,0,0,0,1,1,0,1,125,9,8,1,2.5,2.5,1.5,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,3003505,2,3,3,2,2,2,3,3,3,3,3,2,2,3,3,2,3,3,2,1,3,3,3,3,3,3,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,125,9,8,1,3,3,2.5,2012-01-23,432012-01-2312
12,4,1,23,12,3,9,3004052,1,0,1,1,1,NaN,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,3,0,3,2,2,1,1,1,1,NaN,7,1,0,0,0,0,1,1,0,1,125,9,8,1,0.5,0,0.5,2012-01-23,432012-01-2312
12,4,2,17,12,3,10,1161340,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,1,0,3,3,0,3,3,1,1,1,1,NaN,7,1,1,0,1,1,1,1,0,1,150,10,21,1,3,3,3,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170103,3,2,NaN,0,2,NaN,1,0,2,0,1,1,NaN,1,NaN,NaN,0,3,0,0,0,1,1,0,0,1,1,2,1,1,NaN,7,1,1,0,1,1,0,1,0,1,150,10,21,1,1,1,1.5,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170169,2,2,1,1,1,1,1,2,3,3,3,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,1,1,2,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170270,2,1,0,3,1,2,0,0,3,2,2,0,3,1,0,1,1,1,0,0,0,0,1,0,0,0,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,0,0.5,1.5,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170345,2,2,2,2,2,2,2,2,3,3,3,1,2,3,3,1,2,2,1,1,0,0,1,1,0,2,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,2,3,2,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170462,3,2,2,3,2,2,3,3,3,3,3,0,3,3,1,2,1,3,0,0,0,3,3,2,0,3,2,2,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,2.5,2,2,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170633,3,3,3,3,3,3,3,3,3,3,3,0,2,3,0,0,3,3,0,0,0,2,3,1,0,3,2,2,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,3,1.5,3,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170635,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,2,2,2,0,0,0,0,3,0,0,0,1,1,1,1,NaN,7,1,1,0,1,1,1,1,0,1,150,10,21,1,3,2.5,2.5,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170763,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,1,3,0,0,0,2,3,3,0,3,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,3,2.5,2,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170929,2,3,1,2,2,2,3,3,2,3,3,0,1,3,3,0,2,2,0,3,0,3,3,0,1,1,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,2,3,2,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1170975,0,3,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,2,0,0,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1171047,3,3,2,2,3,3,2,3,3,3,3,2,1,2,3,3,1,3,0,0,0,3,3,1,0,0,3,2,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,2,2.5,2,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1171085,2,3,2,2,2,2,3,3,3,3,3,0,3,1,3,3,2,0,2,2,3,0,0,3,2,1,1,2,1,1,NaN,7,1,1,0,1,1,0,1,0,1,150,10,21,1,2.5,2,2,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1171159,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,0,1,3,0,0,0,0,0,0,0,0,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,1,3,1,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1171421,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,2,0,0,2,2,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,0.5,1,0.5,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1171463,3,3,3,2,3,3,3,3,NaN,NaN,NaN,3,3,3,3,3,3,3,0,0,0,1,3,0,0,0,1,1,1,1,NaN,7,1,1,0,1,1,1,1,0,1,150,10,21,1,3,3,3,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1171510,1,1,1,1,1,1,1,2,3,2,2,0,2,2,3,3,1,0,0,0,0,0,0,3,0,0,1,1,1,1,NaN,7,1,1,0,1,1,1,1,0,1,150,10,21,1,1,2.5,1,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,1171654,3,3,3,3,3,3,3,3,1,0,0,1,1,1,1,1,1,3,0,0,0,0,1,1,0,0,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,3,1,2,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,3001837,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,3,3,3,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,3003505,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,0,3,3,2,1,0,2,2,0,3,3,3,3,1,1,NaN,7,1,1,0,1,1,0,0,0,1,150,10,21,1,3,2.5,3,2012-02-17,432012-02-1712
12,4,2,17,12,3,10,3004052,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,0,0,3,3,1,3,3,1,3,1,1,NaN,7,1,1,0,1,1,0,1,0,1,150,10,21,1,3,3,3,2012-02-17,432012-02-1712
12,4,4,11,12,3,11,1161340,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,0,3,3,0,1,0,3,3,0,3,3,1,1,1,1,NaN,7,1,0,0,0,0,1,1,0,1,204,11,29,1,3,3,3,2012-04-11,432012-04-1112
12,4,4,11,12,3,11,1170103,2,1,3,NaN,0,1,2,0,0,2,2,0,1,NaN,0,2,1,3,0,0,1,3,1,0,0,1,1,2,1,1,NaN,7,1,0,0,0,0,0,1,0,1,204,11,29,1,2.5,0,1.5,2012-04-11,432012-04-1112
12,4,4,11,12,3,11,1170169,2,2,2,2,2,2,2,3,3,3,3,0,2,3,3,0,2,3,0,0,0,0,3,0,0,0,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,204,11,29,1,2,3,2,2012-04-11,432012-04-1112
12,4,4,11,12,3,11,1170270,2,2,1,2,1,2,1,1,2,2,2,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,204,11,29,1,1,2,1.5,2012-04-11,432012-04-1112
12,4,4,11,12,3,11,1170345,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,1,2,2,1,1,1,0,1,1,0,0,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,204,11,29,1,2,2,2,2012-04-11,432012-04-1112
12,4,4,11,12,3,11,1170462,3,3,3,3,1,1,3,3,3,3,3,0,3,3,1,2,2,2,0,0,0,2,1,2,0,3,3,3,1,1,NaN,7,1,0,0,0,0,0,0,0,1,204,11,29,1,3,2,2.5,2012-04-11,432012-04-1112
12,4,4,11,12,3,11,1170633,1,2,3,3,0,3,3,3,3,3,2,0,2,2,0,3,0,1,0,0,0,2,2,3,0,0,2,2,1,1,NaN,7,1,0,0,0,0,0,0,0,1,204,11,29,1,3,1,0.5,2012-04-11,432012-04-1112
